listing_id,artist,title,label,catalog_number,year,format,format_details,media_condition,sleeve_condition,price,status,ships_from,comments
3747973177,The Doobie Brothers,Little Darling (I Need You) / Losin' End,"Warner Bros. Records, Warner Bros. Records, Warner Bros. Records","K 16989, K16989, WBS 8408",1977,"7""",,Very Good Plus (VG+),Very Good (VG),GBP 1.46,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747973201,Doris Day,The Best Of Doris Day,"CBS, Embassy","CBS 31825, M 31825",0,"LP, Album, Comp, Mono, RP, Red",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.2,For Sale,United Kingdom,LOOKS UNPLAYED ! EXACT MATCH TO DISCOGS MATRIX.
3747973207,Dorothy Squires,Reflections,Marble Arch,MALS 1211,0,"LP, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER !
3747973129,Donna Summer,Love's Unkind,GTO,GT 113,1977,"7"", Single, Pap",,Near Mint (NM or M-),Generic,GBP 3.0,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE.  SUPERB !
3747973195,The Doors,Light My Fire,Elektra,K12227,1976,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 6.35,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - ORANGE ELEKTRA SLEEVE - SUPERB ! B STAMPER ON THE MATRIX
3747973180,The Doobie Brothers,One Step Closer,Warner Bros. Records,WB 56 824,1980,"LP, Album, Emb",,Very Good Plus (VG+),Very Good (VG),GBP 2.92,For Sale,United Kingdom,EXCELLENT INNER. 
3747973171,Donovan,The World Of Donovan,Marble Arch,MAL 1168,1969,"LP, Comp, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.6,For Sale,United Kingdom,
3747973135,Donna Summer,Once Upon A Time...,Casablanca,CALD 5003,1977,"2xLP, Album, P/Mixed, Gat",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,NM INSERTS. PLAYS GREAT !
3747973210,Dorsey Burnette,Dorsey Burnette's Tall Oak Tree,"ERA Records, ERA Records, ERA Records","EL102, ELP-102, EL-102",0,"LP, Album, Mono, RE",,Very Good (VG),Very Good (VG),GBP 1.9,For Sale,United Kingdom,PRESSING FLAW THAT CAUSES AUDIBLE CLICKS.
3747973165,Donnie Brooks / Tony Bellus,Mission Bell / Robbin' The Cradle,Collectables,C 3123,0,"7""",,Near Mint (NM or M-),Generic,GBP 2.78,For Sale,United Kingdom,FROM A FANTASTIC COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. EX+ COMPANY/BIRTH SLEEVE. 
3747973108,Donna Summer,Could It Be Magic,"GTO, GTO","GT 60, 2099 160",1976,"7"", Single, Ste",,Near Mint (NM or M-),Generic,GBP 3.0,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747973174,Donovan,The World Of Donovan,Marble Arch,MAL 1168,1969,"LP, Comp, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.25,For Sale,United Kingdom,
3747973204,Doris Jones,No Way Out,United Artists Records,UP 36259,1977,"7""",,Near Mint (NM or M-),Generic,GBP 1.37,For Sale,United Kingdom,MINT ! CLEAN LABELS. PLAIN WHITE SLEEVE.
3747973141,Donna Summer,State Of Independence,"Warner Bros. Records, Warner Bros. Records","K79344, K 79344",1982,"7"", Single, Sma",,Very Good Plus (VG+),Very Good (VG),GBP 1.13,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747973123,Donna Summer,Love To Love You Baby,"GTO, GTO","GT 17, 2099 117",1975,"7"", Single, Lig",,Near Mint (NM or M-),Generic,GBP 2.27,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL. WOL. PLAIN SLEEVE.
3747973186,Dooley Wilson With The Voices Of Humphrey Bogart And Ingrid Bergman / Dick Powell (2),As Time Goes By / I'll String Along With You,United Artists Records,UP 36331,1977,"7"", Single, Mono, RE",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,VG++ VERY LIGHT WEAR ONLY -  CLEAN LABELS - PLAIN SLEEVE.
3747973147,Donna Summer,The Wanderer,"Warner Bros. Records, Geffen Records",U 17692,1980,"7""",,Very Good Plus (VG+),Very Good (VG),GBP 0.75,For Sale,United Kingdom,BOTTOM EDGE SPLIT. CLIPPED IMPORT.
3747973144,Donna Summer,The Greatest Hits Of Donna Summer,GTO,GTLP 028,1977,"LP, Comp",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 3.68,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT. VG++ INNER (SOME LIGHT FOXING). 
3747973138,Donna Summer,Rumour Has It,Casablanca,CAN 122,1978,"7"", Kno",,Near Mint (NM or M-),Generic,GBP 1.92,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE.  SUPERB !
3747973162,Donna Summer / Barbra Streisand,No More Tears (Enough Is Enough) / My Baby Understands,Casablanca,CAN 174,1979,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 1.6,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - EX+ COMPANY SLEEVE - SUPERB !
3747973153,Donna Summer,This Time I Know It's For Real,"Warner Bros. Records, Warner Bros. Records, Warner Bros. Records","U7780, 257 780-7, 257780-7",1989,"7"", Single, CBS",,Very Good Plus (VG+),Very Good (VG),GBP 1.13,For Sale,United Kingdom,CENTRE PRESSED OUT FOR JUKEBOX USE.
3747973132,Donna Summer,MacArthur Park,Casablanca,CAN 131,1978,"7"", Single, Com",,Near Mint (NM or M-),Generic,GBP 1.5,For Sale,United Kingdom,WOL - COMPANY SLEEVE
3747973183,The Doobie Brothers,Take Me In Your Arms (Rock Me A Little While),"Warner Bros. Records, Warner Bros. Records","K 16559, WBS 8092",1975,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 2.24,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE.  SUPERB !
3747973168,Donny Osmond,Young Love / A Million To One,MGM Records,2006 300,1973,"7"", Sol",,Near Mint (NM or M-),Generic,GBP 9.56,For Sale,United Kingdom,BLUE INJECTIONS LABELS WITH THE RARE LARGE CENTRE HOLE.
3747973159,Donna Summer / Barbra Streisand,No More Tears (Enough Is Enough) / My Baby Understands,Casablanca,CAN 174,1979,"7"", Single, Sol",,Very Good Plus (VG+),Generic,GBP 0.68,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG+.  CLEAN LABELS. COMPANY SLEEVE.
3747973213,Dory Previn,On My Way To Where,Mediarts,41-1,1970,"LP, Album",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 7.54,For Sale,United Kingdom,VG++ VINYL.  CORNER CUT IMPORT.
3747973111,Donna Summer,Down Deep Inside (Theme From The Deep),Casablanca,CAN 111,1977,"7"", Lar",,Very Good Plus (VG+),Generic,GBP 1.49,For Sale,United Kingdom,CLEAN LABELS - PLAIN SLEEVE
3747973120,Donna Summer,Love To Love You Baby,"GTO, GTO","GT 17, 2099 117",1975,"7"", Single, Lig",,Very Good Plus (VG+),Generic,GBP 1.5,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - PLAIN SLEEVE.
3747973117,Donna Summer,Love Is In Control (Finger On The Trigger),Warner Bros. Records,K 79302,1982,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.92,For Sale,United Kingdom,VG++ SLEEVE.
3747973156,Donna Summer,"Try Me, I Know We Can Make It",Oasis,OC 406,1976,"7"", Styrene, Com",,Near Mint (NM or M-),Generic,GBP 7.38,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB ! AZ❀ matrix. ONLY UK SELLERS. 
3747973198,Doris Day,Move Over Darling,CBS,AAG 183,1963,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.95,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - PLAIN SLEEVE.
3747973114,Donna Summer,I Feel Love,GTO,GT 100,1977,"7"", Single, Blu",,Near Mint (NM or M-),Generic,GBP 5.31,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB ! LANDMARK SINGLE. 
3747973285,Drupi (2),Vado Via,A&M Records,AMS 7083,1973,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.6,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747973243,Dr. Hook & The Medicine Show,Life Ain't Easy,CBS,S CBS 1782,1974,"7"", Single, Kno",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747973309,Duane Eddy,Pepe,"London Records, London American Recordings",45-HL-W 9257,1960,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.6,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN DINKED LABELS - COMPANY SLEEVE
3747973261,The Drifters,At The Club / Memories Are Made Of This / Saturday Night At The Movies,Atlantic,K 10148,1972,"7"", Single, 4 p",,Very Good Plus (VG+),Generic,GBP 1.04,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG+. CLEAN LABELS. PLAIN SLEEVE.
3747973318,Duane Eddy,The Wild Westerner,RCA,45-RCA-1300,1962,"7""",,Very Good Plus (VG+),Generic,GBP 0.59,For Sale,United Kingdom,CLEAN LABELS - COMPANY SLEEVE. 
3747973228,Dr. Feelgood,Don't Wait Up,Stiff Records,BUY 253,1986,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.85,For Sale,United Kingdom,ONE LIGHT CREASE ONLY. 
3747973264,The Drifters,Come On Over To My Place ,Atlantic,AT.4023,1965,"7"", Single",,Very Good Plus (VG+),Generic,GBP 9.99,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - PLAIN SLEEVE.
3747973306,Duane Eddy,Pepe,"London Records, London American Recordings",45-HL-W 9257,1960,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.58,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN LABELS - PLAIN SLEEVE.
3747973222,Doug Clark & The Hot Nuts,Hell Night!,Gross Records (2),Gross 107,1967,"LP, Album",,Near Mint (NM or M-),No Cover,GBP 1.25,For Sale,United Kingdom,TOP COPY ! PLAIN WHITE CARD SLEEVE. ONLY UK SELLERS.
3747973276,The Drifters,Save The Last Dance For Me,"Sounds Superb, Music For Pleasure",SPR 90083,1975,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.5,For Sale,United Kingdom,
3747973282,Driver 67,Car 67,Logo,GO 336,1978,"7"", Sol",,Near Mint (NM or M-),No Cover,GBP 1.5,For Sale,United Kingdom,UPGRADE A TIRED COPY.
3747973240,Dr. Hook,When You're In Love With A Beautiful Woman,Capitol Records,CL 16039,1978,"7"", Single, Com",,Near Mint (NM or M-),Generic,GBP 1.13,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747973249,Dr. Marigold's*,Friend Of Mine / In Your Own Sweet Way,CBS,CBS S 7986,1972,"7"", Single",,Near Mint (NM or M-),Generic,GBP 2.52,For Sale,United Kingdom,From a collection of unplayed 70’s singles. Orig NM crisp company sleeve. PSYCH.
3747973270,The Drifters,Now,Bell Records,BELLS 219,1973,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.49,For Sale,United Kingdom,
3747973291,Duane Eddy,Because They're Young / Rebel Walk,London Records,HLW 9162,0,"7"", Single, Mono, RE",,Near Mint (NM or M-),Generic,GBP 2.78,For Sale,United Kingdom,FROM A FANTASTIC COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. EX+ COMPANY/BIRTH SLEEVE. 
3747973279,The Drifters,The Drifters' Golden Hits,Atlantic,K 40018,0,"LP, Comp, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.17,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER ! EXACT MACH TO DISCOFS LABEL (THINNER FONT TEXT ETC). BEST ON DISCOGS. 
3747973300,Duane Eddy,Deep In The Heart Of Texas,RCA,45-RCA 1288,1962,"7"", Single, Mono",,Near Mint (NM or M-),Generic,GBP 0.58,For Sale,United Kingdom,ONE FAINT HAIRLINE MARK ONLY - COMPLETE WITH COMPANY SLEEVE
3747973231,Dr. Hook,Better Love Next Time,Capitol Records,CL 16112,1979,"7"", Single, Pic",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 0.65,For Sale,United Kingdom,
3747973315,Duane Eddy,The Lonely One / Detour,London Records,45-HLW 8821,1958,"7"", Tri",,Very Good Plus (VG+),Generic,GBP 0.58,For Sale,United Kingdom,PLAYS THROUGH FINE - CLEAN LABELS - PLAIN SLEEVE.
3747973237,Dr. Hook,When You're In Love With A Beautiful Woman,Capitol Records,CL 16039,1978,"7"", Single, Com",,Near Mint (NM or M-),Generic,GBP 1.5,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747973258,The Drifters,24 Original Hits,"Atlantic, Bell Records",K 60106,1975,"LP, Comp, Mono + LP, Comp + Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.6,For Sale,United Kingdom,VG++/VG++
3747973219,Doug Clark & The Hot Nuts,Freak Out,"Gross Records (2), Gross Records (2)","GROSS 108, GROSS 108 - VOL. 8",1968,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.94,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL.  NO IMPORT CLIPPING OR HOLE PUNCHES. CONTAINS THE RARE A6 SIZE FAN CLUB INSERT.
3747973312,Duane Eddy,Pepe,"London Records, London American Recordings",45-HL-W 9257,1960,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.6,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE.
3747973321,Duane Eddy His 'Twangy' Guitar And The Rebels*,Ramrod / The Walker,London Records,45-HL 8723,1958,"7"", Single, Mono, Tri",,Very Good (VG),Generic,GBP 0.95,For Sale,United Kingdom,VISUALLY VG - BUT PLAYS GREAT - CLEAN LABELS - COMPANY SLEEVE. 
3747973234,Dr. Hook,If Not You / Up On The Mountain,Capitol Records,CL 15885,1976,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.6,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - PLAIN SLEEVE.
3747973225,Doug Clark & The Hot Nuts,With A Hat On,Gross Records (2),Gross 109,1969,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.94,For Sale,United Kingdom,"SMALL STICKER SCUFF ON THE SLEEVE, OTHERWISE NM. "
3747973255,"Barrel-Organ ""De Waterpoorter""*","Barrel-Organ ""De Waterpoorter"" (Vol. II)",CNR,HX 1264,1962,"7"", EP",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.03,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747973267,The Drifters,Now,Bell Records,BELLS 219,1973,"LP, Album",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,TEXTURED SLEEVE. VINYL IS VG++ (3 LIGHT MARKS ONLY)
3747973288,Duane Eddy,(Dance With The) Guitar Man / Stretchin' Out,RCA,45-RCA-1316,1962,"7"", Single, Mono, Lab",,Very Good Plus (VG+),Generic,GBP 2.52,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN faded LABELS. COMPANY/BIRTH SLEEVE.
3747973252,Dr. Miriam Stoppard,The Months Ahead,Not On Label,none,0,"Flexi, 7""",,Good Plus (G+),No Cover,GBP 2.52,For Sale,United Kingdom,RARE - ONLY COPY ON DISCOGS. 
3747973273,The Drifters,Save The Last Dance For Me,"London Records, London American Recordings, London Atlantic",45-HLK 9201,1960,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.96,For Sale,United Kingdom,EXACT MATCH TO DISCOGS LABEL PHOTOS. CLEAN LABELS. COMPANY SLEEVE. LIGHT WEAR ONLY. PLAYS EXCELLENT.
3747973246,Dr. Hook & The Medicine Show,The Ballad Of Lucy Jordon,"CBS, CBS, CBS","80787, S 80787, CBS 80787",1975,"LP, Album, Comp, Sun",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,VG++ SLEEVE.
3747973360,Duran Duran,Arena,"Parlophone, Parlophone","DD2, EX26 0308 1",1984,"LP, Album, Gat",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 11.31,For Sale,United Kingdom,VG++ SLEEVE. SIDE ONE IS NM. SIDE TWO IS NM- (ONE SHORT LIGHT MARK). PLAYS PERFECT. NM INNER. NM BOOKLET. RED HYPE STICKER. SUPER COPY! 
3747973339,The Dubliners,It's The Dubliners,"Hallmark Records, Hallmark Records","CHM 615, HM 615",1969,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.2,For Sale,United Kingdom,LOOKS UNPLAYED !
3747973342,The Dubliners,Seven Drunken Nights,Major Minor,MM506,1967,"7"", Single",,Very Good Plus (VG+),Generic,GBP 3.49,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG++.  CLEAN LABELS. COMPANY SLEEVE. TOP COPY !
3747973408,Eagles,On The Border,"Asylum Records, Rhino Records (2)","RRM1-1004, 8122796165",2014,"LP, Album, RE, 180",,Mint (M),Mint (M),GBP 13.72,For Sale,United Kingdom,With hype sticker. Only UK sellers. NEW/SEALED. GET THE BEST COPY FROM YOUR 100% TRUSTED SELLER. WE GUARANTEE A HASSLE FREE PURCHASE - EVERY TIME !
3747973348,Dudu Pukwana,In The Townships,Earthworks,EWV 5,0,"LP, RE",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 7.38,For Sale,United Kingdom,LIGHT CREASING ONLY.
3747973381,Dusty Springfield,Give Me Time,"Philips, Philips","BF 1577, 326 809 BF",1967,"7"", Single, Mono, 3-P",,Near Mint (NM or M-),Generic,GBP 7.02,For Sale,United Kingdom,FROM A COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. NM BIRTH/COMPANY SLEEVE.
3747973426,Eagles,Their Greatest Hits 1971-1975,"Asylum Records, Rhino Records (2)","8122-79793-7, 8122797937",2011,"LP, Album, Comp, RE, 180",,Mint (M),Mint (M),GBP 11.07,For Sale,United Kingdom,WITH HYPE STICKER. NEW/SEALED. GET THE BEST COPY FROM YOUR 100% TRUSTED UK SELLER. WE GUARANTEE A HASSLE FREE PURCHASE - EVERY TIME !
3747973324,"Duane Eddy & His ""Twangy"" Guitar And The Rebel*","The ""Twang's"" The ""Thang""",London Records,HA-W 2236,1959,"LP, Album, Mono",,Very Good (VG),Very Good (VG),GBP 2.94,For Sale,United Kingdom,CURVED EDGE FLIPBACKS. A GREAT LITTLE PLAYER PLAYS VG+
3747973351,Duku Brothers,Starch / Rhythm Method,RawWax,RW45-004,2006,"7"", Single, Ltd",,Near Mint (NM or M-),Generic,GBP 1.9,For Sale,United Kingdom,RARE AND SOUGHT AFTER RELEASE IN TOP CONDITION
3747973372,Duran Duran,The Smash Hits Interviews: Duran Duran,Smash Hits! Magazine,NUMBER ONE,1985,"Flexi, 7"", S/Sided",,Very Good Plus (VG+),Generic,GBP 0.58,For Sale,United Kingdom,PLAYS THROUGH FINE - CLEAN LABELS - ORIGINAL PLAIN SLEEVE.
3747973369,Duran Duran,The Reflex (Dance Mix),"EMI, EMI","12DURAN 2, 12 DURAN 2",1984,"12"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.6,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER !
3747973402,Eagles,Heartache Tonight,"Asylum Records, Asylum Records","K 12394, E-46545",1979,"7"", Single",,Near Mint (NM or M-),Generic,GBP 2.98,For Sale,United Kingdom,LIKE NEW ! STUNNING ! CLEAN LABELS. ORIG COMPANY SLEEVE.
3747973330,The Dub Band,Reggae High,EMI,RIC 118,1983,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 11.43,For Sale,United Kingdom,LOOKS UNPLAYED ! NO SIDE ONE LABEL (PROMO?) 
3747973336,The Dubliners,In Concert,Hallmark Records,SHM 682,1970,"LP, Album, RE",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.6,For Sale,United Kingdom,
3747973399,Dynasty,I Don't Want To Be A Freak (But I Can't Help Myself),"Solar, Solar","FB 1694, YB 11694",1979,"7"", Single",,Near Mint (NM or M-),Generic,GBP 0.63,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747973414,Eagles,The Long Run,"Asylum Records, Asylum Records","AS 52 181, 52 181",1979,"LP, Album, Gat",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 11.43,For Sale,United Kingdom,"VG+ INNER (ONE CORNER IS CREASED, NO SPLITS). MADE IN FRANCE SLEEVE, MADE IN GERMANY INNER ISSUE . "
3747973390,Dusty Springfield,Stay Awhile,"Philips, Philips","BF 1313, 326632 BF",1964,"7"", Single",,Near Mint (NM or M-),Generic,GBP 3.49,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747973417,Eagles,Their Greatest Hits (1971-1975),"Asylum Records, Asylum Records, Asylum Records, Asylum Records","K 53017, K53017, 7E 1052, 7E-1052",0,"LP, Album, Comp, RP, Blu",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 7.64,For Sale,United Kingdom,LIKE NEW ! SUPERB ! A3 B2 MATRIX. NON EMBOSSED SLEEVE.
3747973411,Eagles,Take It To The Limit / Best Of My Love,Asylum Records,K 13029,1976,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 3.18,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY. CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747973366,Duran Duran,Notorious  ,EMI,DDN 45,1986,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 5.62,For Sale,United Kingdom,VG++ SLEEVE. RARE LARGE CENTRE HOLE PRESSING.
3747973375,Duran Duran,Union Of The Snake,EMI,EMI 5429,1983,"7"", Single, Pap",,Very Good Plus (VG+),Very Good (VG),GBP 1.46,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG+. 
3747973393,The Dutch Swing College*,Hit Collection 20 Hits,DSC Production,DSC 1,1977,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.45,For Sale,United Kingdom,
3747973396,Dylan Thomas,Under Milk Wood,"Argo (2), Argo (2), Argo (2), Argo (2)","RG 21, RG 22, RG.21, RG.22",0,"2xLP, Mono, RE",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 5.6,For Sale,United Kingdom,STICKERS &amp; TAPE ON THE UNCREASED SLEEVE.  VG++ VINYL.
3747973327,"Duane Eddy & His ""Twangy"" Guitar And The Rebel*","The ""Twang's"" The ""Thang""",London Records,HA-W 2236,1959,"LP, Album, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,VG++ FRONT SLEEVE.
3747973357,Duncan Swift,Out Looking For The Lion,Big Bear Records,BEAR 28,1988,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 12.65,For Sale,United Kingdom,3 POSTCARD INSERTS AND A HANDWRITTEN LETTER FROM DUNCAN.
3747973420,Eagles,Their Greatest Hits (1971-1975),"Asylum Records, Asylum Records, Asylum Records, Asylum Records","K53017 Ⓢ, K 53017, 7E 1052, 7E-1052",0,"LP, Album, Comp, RP",,Very Good Plus (VG+),Very Good (VG),GBP 1.9,For Sale,United Kingdom,THE SLEEVE IS UNCREASED BUT HAS A SPINE SPLIT (4CM).
3747973387,Dusty Springfield,Losing You,"Philips, Philips","BF 1369, 326677 BF",1964,"7"", Single, Mono",,Very Good Plus (VG+),Generic,GBP 2.06,For Sale,United Kingdom,VG++ VINYL (ONE LIGHT MARK ONLY). CLEAN LABELS. EX+ BIRTH/COMPANY SLEEVE.
3747973354,Duncan Lamont,Best Of The Bossa Novas,Music For Pleasure,MFP 1357,1970,LP,,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,LIGHT WEAR ONLY 
3747973363,Duran Duran,Is There Something I Should Know?,EMI,EMI 5371,1983,"7"", Single",,Near Mint (NM or M-),No Cover,GBP 1.09,For Sale,United Kingdom,UPGRADE COPY.
3747973405,Eagles,Lyin' Eyes / James Dean,Asylum Records,AYM 548,1975,"7""",,Very Good Plus (VG+),Generic,GBP 2.06,For Sale,United Kingdom,NM- VINYL. CLEAN LABELS - PLAIN SLEEVE.
3747973345,The Dubliners,Seven Drunken Nights,Major Minor,MM 506,1967,"7"", Single, Pus",,Very Good Plus (VG+),Generic,GBP 1.5,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN DINKED LABELS - PLAIN SLEEVE.
3747973423,Eagles,Their Greatest Hits (1971-1975),"Asylum Records, Asylum Records, Asylum Records","K 53017, K53017, 7E-1052",1976,"LP, Album, Comp, Emb",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 14.72,For Sale,United Kingdom,VG++ VINYL (ONE LIGHT MARK ONLY). Matrix / Runout (Side A runout): K-53017 A3 W E.G. S-59 Matrix / Runout (Side B runout): K-53017 B5 W E.G. S-54. Textured sleeve. Only one on Discogs.
3747973333,Dub Train,Day-O,Planet 3 Records,ORBIT 16,1997,"12""",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747973378,Dusty Springfield,All I See Is You,Philips,40396,1966,"7"", Single",,Near Mint (NM or M-),Generic,GBP 2.78,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN HOLE PUNCHED LABELS - PLAIN SLEEVE.  SUPERB !
3747973384,Dusty Springfield,I Just Don't Know What To Do With Myself,"Philips, Philips","BF 1348, 326657 BF",1964,"7"", Single, Mono, 3-P",,Very Good Plus (VG+),Generic,GBP 1.46,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN LABELS - PLAIN SLEEVE.
3747973471,Eddie & The Hot Rods*,Fish 'N' Chips,"EMI, EMI","EMC 3344, 0C 062-07 334",1981,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 7.38,For Sale,United Kingdom,NM INNER. VG++ SLEEVE. 
3747973435,Earl Hines,An Evening With Earl Hines,Jazz Vogue,VJD 534,1977,"2xLP, Album, Gat",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.23,For Sale,United Kingdom,LOOKS UNPLAYED !
3747973438,Earl Hines & Paul Gonsalves,It Don't Mean A Thing If It Ain't Got That Swing!,Black Lion Records,BLP 30153,1974,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.17,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL.  FROM A WONDERFUL JAZZ COLLECTION WE ARE LISTING THIS MONTH.
